year,region,wine,beer,vodka,champagne,brandy,npg,birth_rate,death_rate,gdw,urbanization,total liters
2000,Stavropol Krai,6.4,25.9,13.7,1.1,0.3,-4.6,9.0,13.6,75.17,55.9,47.4
2000,Sverdlovsk Oblast,4.0,42.5,13.6,1.0,0.4,-8.2,8.4,16.6,66.89,87.74,61.5
2000,Tambov Oblast,2.1,22.5,11.6,1.1,0.2,-11.0,8.0,19.0,78.47,57.13,37.50000000000001
2000,Tomsk Oblast,5.3,32.0,14.8,0.8,0.1,-3.7,9.5,13.2,60.3,67.06,52.99999999999999
2000,Tula Oblast,2.7,36.4,13.2,0.6,0.1,-14.2,6.8,21.0,76.94,81.32,53.0
2000,Tuva Republic,1.6,24.4,11.3,0.1,0.4,2.3,15.9,13.6,75.16,49.8,37.8
2000,Tver Oblast,4.0,33.7,17.1,0.7,0.3,-14.1,7.5,21.6,78.49,72.6,55.800000000000004
2000,Tyumen Oblast,4.6,36.9,18.0,0.8,0.3,1.3,10.6,9.3,64.93,76.86,60.599999999999994
2000,Udmurt Republic,1.5,20.1,13.4,0.3,0.1,-3.5,10.2,13.7,66.18,69.56,35.4
2000,Ulyanovsk Oblast,0.8,46.1,10.5,0.4,0.1,-7.5,8.1,15.6,69.99,72.88,57.9
2000,Vladimir Oblast,2.3,22.1,14.5,0.5,0.1,-11.5,7.6,19.1,72.29,79.85,39.50000000000001
2000,Volgograd Oblast,1.8,40.9,9.0,1.9,0.3,-7.0,8.2,15.2,71.51,74.81,53.89999999999999
2000,Vologda Oblast,3.7,33.2,19.2,0.5,0.2,-7.2,8.8,16.0,70.98,68.72,56.80000000000001
2000,Voronezh Oblast,3.4,24.8,9.1,1.2,0.2,-10.3,7.6,17.9,78.69,61.44,38.7
2000,Yamalo-Nenets Autonomous Okrug,4.6,36.9,18.0,0.8,0.3,6.1,11.7,5.6,43.71,83.3,60.599999999999994
2000,Yaroslavl Oblast,3.5,57.1,18.3,1.5,0.3,-10.7,7.3,18.0,71.45,80.44,80.7
2000,Zabaykalsky Krai,1.9,16.4,7.0,0.3,0.1,-2.7,11.8,14.5,66.32,63.6,25.7
2001,Altai Krai,2.3,39.5,12.0,1.4,0.1,-5.1,9.6,14.7,64.85,52.8,55.3
2001,Altai Republic,5.7,18.7,10.6,0.9,0.1,0.8,14.9,14.1,70.66,26.12,36.0
2001,Amur Oblast,2.6,31.2,17.6,0.6,0.2,-4.3,10.9,15.2,59.19,66.63,52.2
2001,Arkhangelsk Oblast,7.0,47.6,23.5,1.2,0.9,-6.6,9.6,16.2,61.71,74.92,80.2
2001,Astrakhan Oblast,3.8,42.6,11.9,0.8,0.1,-4.1,10.5,14.6,66.76,67.93,59.199999999999996
2001,Belgorod Oblast,3.4,23.2,9.5,0.8,0.1,-7.9,8.2,16.1,73.02,65.17,36.99999999999999
2001,Bryansk Oblast,2.7,41.6,8.0,0.4,0.1,-10.0,7.9,17.9,75.74,68.6,52.800000000000004
2001,Chechen Republic,,,,,,,,,81.01,33.52,
2001,Chelyabinsk Oblast,4.4,45.2,16.2,1.2,0.2,-6.3,9.3,15.6,66.54,81.58,67.2
2001,Chukotka Autonomous Okrug,1.4,11.0,9.8,1.9,0.1,0.3,12.7,12.4,43.89,66.38,24.200000000000003
2001,Chuvash Republic,3.0,32.2,10.6,0.5,0.1,-5.2,9.1,14.3,69.7,60.34,46.400000000000006
2001,Irkutsk Oblast,7.1,38.9,11.9,1.4,0.5,-4.6,11.2,15.8,64.17,79.32,59.8
2001,Ivanovo Oblast,3.3,60.7,16.5,0.3,0.1,-12.9,7.8,20.7,71.75,82.53,80.89999999999999
2001,Jewish Autonomous Oblast,5.1,17.8,12.0,0.4,0.1,-3.9,10.8,14.7,60.6,67.04,35.4
2001,Kabardino-Balkar Republic,2.7,26.5,12.4,0.4,0.6,0.1,10.0,9.9,69.5,56.57,42.6
2001,Kaliningrad Oblast,1.7,44.5,13.3,1.1,0.7,-8.1,8.0,16.1,60.62,77.57,61.300000000000004
2001,Kaluga Oblast,2.5,34.1,12.0,0.6,0.1,-10.3,8.0,18.3,69.55,74.41,49.300000000000004
2001,Kamchatka Krai,7.4,33.6,26.7,0.9,0.4,-2.3,9.5,11.8,45.27,80.96,69.00000000000001
2001,Karachay-Cherkess Republic,2.3,9.4,13.4,0.2,0.1,-0.3,10.9,11.2,74.3,43.86,25.400000000000002
2001,Kemerovo Oblast,2.1,28.6,18.8,0.6,0.2,-7.4,9.5,16.9,64.23,86.52,50.300000000000004
2001,Khabarovsk Krai,4.3,38.4,21.2,0.5,0.3,-5.5,9.4,14.9,55.4,80.59,64.69999999999999
2001,Khanty–Mansi Autonomous Okrug – Yugra,5.2,49.0,20.5,0.9,0.5,5.2,12.3,7.1,43.89,91.16,76.10000000000001
2001,Kirov Oblast,2.8,20.4,14.1,0.4,0.1,-8.7,8.3,17.0,68.76,71.24,37.8
2001,Komi Republic,5.6,37.6,28.5,0.8,0.5,-3.5,10.0,13.5,54.04,75.26,73.0
2001,Kostroma Oblast,3.5,25.4,17.2,0.6,0.2,-11.2,8.7,19.9,72.62,66.82,46.9
2001,Krasnodar Krai,6.6,48.0,8.9,1.4,0.3,-5.7,9.4,15.1,72.58,53.52,65.2
2001,Krasnoyarsk Krai,4.9,59.6,15.4,1.5,0.6,-4.6,10.0,14.6,60.59,75.35,82.0
2001,Kurgan Oblast,2.9,34.2,12.2,0.6,0.2,-6.8,9.6,16.4,71.98,56.29,50.1
2001,Kursk Oblast,1.7,44.5,7.4,0.5,0.1,-10.3,8.4,18.7,75.96,60.78,54.2
2001,Leningrad Oblast,5.0,59.7,17.5,1.8,0.4,-12.7,7.2,19.9,69.7,66.33,84.4
2001,Lipetsk Oblast,2.5,42.9,9.3,0.7,0.2,-9.1,8.0,17.1,72.08,64.09,55.60000000000001
2001,Magadan Oblast,4.7,28.3,23.6,1.4,0.2,-2.1,10.1,12.2,43.67,91.44,58.2
2001,Mari El Republic,1.6,22.6,10.4,0.3,0.1,-6.2,9.3,15.5,66.72,62.89,35.0
2001,Moscow,5.0,78.9,19.7,4.2,0.7,-5.7,7.5,13.2,55.85,100.0,108.50000000000001
2001,Moscow Oblast,3.2,23.7,16.8,0.3,0.3,-10.1,7.7,17.8,65.56,79.49,44.3
2001,Murmansk Oblast,4.6,34.7,19.7,1.8,0.6,-3.1,9.1,12.2,47.28,92.27,61.4
2001,Nenets Autonomous Okrug,7.0,47.6,23.5,1.2,0.9,0.9,14.6,13.7,58.88,62.33,80.2
2001,Nizhny Novgorod Oblast,4.8,34.7,9.8,0.9,0.2,-10.8,7.9,18.7,70.95,77.95,50.4
2001,Novgorod Oblast,4.6,34.7,12.6,0.4,0.2,-13.1,8.2,21.3,73.02,69.61,52.50000000000001
2001,Novosibirsk Oblast,2.7,48.4,20.6,1.3,0.3,-5.3,9.2,14.5,63.62,74.76,73.3
2001,Omsk Oblast,4.6,55.5,12.3,0.6,0.3,-4.9,8.7,13.6,65.05,68.34,73.3
2001,Orenburg Oblast,2.3,34.6,10.8,0.7,0.2,-4.7,10.0,14.7,68.65,57.51,48.60000000000001
2001,Oryol Oblast,3.4,29.9,12.0,1.6,0.3,-9.9,8.1,18.0,72.47,63.17,47.199999999999996
2001,Penza Oblast,5.1,30.1,6.8,0.4,0.1,-9.2,7.5,16.7,70.33,64.77,42.5
2001,Perm Krai,4.1,56.9,15.9,0.8,0.3,-6.3,10.2,16.5,65.78,75.4,78.0
2001,Primorsky Krai,1.5,26.5,15.2,0.6,0.1,-4.8,9.3,14.1,56.88,77.73,43.900000000000006
2001,Pskov Oblast,9.6,33.5,13.3,0.5,0.1,-14.8,8.0,22.8,74.38,65.64,57.00000000000001
2001,Republic of Adygea,3.8,22.0,7.8,0.5,0.1,-5.3,9.4,14.7,76.03,52.79,34.2
2001,Republic of Bashkortostan,1.2,34.9,10.9,0.3,0.1,-3.0,10.4,13.4,72.7,64.07,47.4
2001,Republic of Buryatia,1.7,11.7,18.7,0.6,0.1,-2.2,11.8,14.0,64.85,59.83,32.8
2001,Republic of Crimea,,,,,,,,,,,
2001,Republic of Dagestan,4.6,3.3,1.8,0.4,0.1,9.2,15.3,6.1,78.61,42.42,10.2
2001,Republic of Ingushetia,9.9,9.5,4.0,1.3,1.5,15.2,19.4,4.2,73.86,42.64,26.2
2001,Republic of Kalmykia,3.4,13.9,15.4,1.3,0.1,0.6,11.7,11.1,68.83,42.95,34.1
2001,Republic of Karelia,5.1,28.0,15.9,0.4,0.2,-8.0,9.4,17.4,61.83,74.47,49.6
2001,Republic of Khakassia,3.3,53.6,15.6,1.4,0.6,-5.4,10.1,15.5,64.1,71.02,74.5
2001,Republic of Mordovia,1.4,23.5,11.8,0.3,0.1,-7.9,7.8,15.7,69.29,59.58,37.1
2001,Republic of North Ossetia-Alania,5.6,15.7,8.9,1.2,0.1,-1.3,10.3,11.6,75.06,66.17,31.499999999999996
2001,Republic of Tatarstan,1.8,41.9,14.6,0.5,0.1,-3.7,9.5,13.2,69.88,73.61,58.9
2001,Rostov Oblast,4.1,39.9,7.1,1.8,0.2,-7.4,8.2,15.6,69.85,67.58,53.1
2001,Ryazan Oblast,2.4,40.3,13.5,1.4,0.1,-12.5,7.4,19.9,75.1,68.48,57.699999999999996
2001,Saint Petersburg,6.2,101.0,15.5,2.4,0.8,-9.0,7.2,16.2,62.15,100.0,125.9
2001,Sakha (Yakutia) Republic,2.8,15.5,14.6,0.8,0.2,3.7,13.9,10.2,59.64,64.19,33.9
2001,Sakhalin Oblast,4.3,29.7,20.3,0.9,0.2,-5.2,9.5,14.7,51.62,86.68,55.4
2001,Samara Oblast,1.8,33.4,8.1,1.0,0.2,-8.2,8.2,16.4,63.76,80.54,44.5
2001,Saratov Oblast,3.0,21.7,7.6,1.2,0.2,-8.1,8.2,16.3,68.5,73.31,33.7
2001,Sevastopol,,,,,,,,,,,
2001,Smolensk Oblast,6.6,71.3,23.0,1.0,0.2,-13.0,7.6,20.6,69.7,70.42,102.1
2001,Stavropol Krai,5.9,30.5,12.8,1.2,0.3,-4.6,9.1,13.7,71.5,55.87,50.7
2001,Sverdlovsk Oblast,4.4,44.6,13.7,0.9,0.4,-7.1,9.0,16.1,64.34,87.8,64.0
2001,Tambov Oblast,2.5,22.8,14.0,1.5,0.3,-11.0,7.8,18.8,76.36,57.15,41.099999999999994
2001,Tomsk Oblast,5.6,36.3,16.5,0.9,0.2,-3.7,9.7,13.4,57.18,67.32,59.5
2001,Tula Oblast,3.3,40.1,14.1,0.6,0.2,-14.3,7.2,21.5,74.52,81.37,58.300000000000004
2001,Tuva Republic,1.6,25.7,9.8,0.1,0.1,2.7,16.3,13.6,73.45,50.44,37.300000000000004
2001,Tver Oblast,5.0,35.4,18.4,1.4,0.1,-14.9,8.0,22.9,75.9,72.75,60.3
2001,Tyumen Oblast,5.2,49.0,20.5,0.9,0.5,1.8,11.4,9.6,62.02,77.07,76.10000000000001
2001,Udmurt Republic,2.1,27.0,14.1,0.3,0.1,-3.9,10.5,14.4,63.98,69.55,43.6
2001,Ulyanovsk Oblast,1.1,47.7,9.6,0.3,0.2,-7.7,8.1,15.8,67.69,73.01,58.900000000000006
2001,Vladimir Oblast,2.4,28.5,15.3,0.6,0.1,-11.6,8.1,19.7,70.07,79.8,46.900000000000006
2001,Volgograd Oblast,2.1,42.5,11.9,1.8,0.3,-7.1,8.5,15.6,69.25,74.93,58.599999999999994
2001,Vologda Oblast,7.8,50.5,23.0,0.5,0.3,-8.0,9.4,17.4,68.55,68.76,82.1
2001,Voronezh Oblast,3.6,37.7,9.2,1.5,0.2,-10.6,7.7,18.3,76.0,61.58,52.2
2001,Yamalo-Nenets Autonomous Okrug,5.2,49.0,20.5,0.9,0.5,6.7,12.8,6.1,43.06,83.3,76.10000000000001
2001,Yaroslavl Oblast,4.3,71.1,18.6,1.6,0.4,-11.5,8.1,19.6,69.3,80.62,96.0
2001,Zabaykalsky Krai,3.5,23.8,8.6,0.4,0.1,-2.8,12.5,15.3,64.35,63.65,36.4
2002,Altai Krai,1.6,42.8,11.4,1.1,0.1,-5.4,10.3,15.7,62.97,53.06,57.0
